machine_id,test_id,technician,test_routine,batched,loc_1_x_offset,loc_1_y_offset,loc_1_z_offset,loc_2_x_offset,loc_2_y_offset,loc_2_z_offset
Machine_10,0eb61689d4c247f8bf8972c3e7c524e0,Tracey Hall,['a'],N/A,-6.21,0.901705,4396,-1.24,0.27351,2845
Machine_25,c0f3f1f43e804cdc95242b78ff0c056c,Gabriel Ali,"['e', 'c', 'b']",N/A,-11.55,0.9469,2907,9.67,0.622478,3573
Machine_06,d28ce49d37e042929330cbc70a2a3663,Matthew Garcia,"['c', 'b', 'd', 'e']",N/A,2.64,0.20701,4406,-14.39,0.465504,2676
Machine_05,97fc896fe911463a8352034707ec10e8,Meghan Valdez,"['d', 'b', 'c', 'f', 'e']",N/A,-1.67,0.857458,4110,-9.31,0.812641,2621
Machine_21,e6542bae6f8c4d02be33dd2976155e36,Erica Wade,"['b', 'a', 'f', 'd', 'e']",Yes,11.24,0.910543,4963,-13.42,0.982,3070
Machine_20,58df359527ea499eb8446f3e63997021,Kelly King,"['a', 'b', 'e', 'c']",No,-7.68,0.98789,4102,8.53,0.591331,3901
Machine_10,ab3002ecb17f4ec9865985a32d9783c8,John Brown,['b'],No,-12.7,0.8401,4941,6.6,0.736673,3349
Machine_25,039602b4013248899c34f9a43e8686f1,Matthew Kidd,"['e', 'a', 'b']",N/A,-1.82,0.72886,4307,-12.8,0.879216,4733
Machine_21,ceb67467d7a6459b90b1cd8d136e90ef,Adrian Jones,['a'],No,-5.13,0.9805,3764,0.73,0.106214,4324
Machine_11,e07bc6a1d5594f368f2bd5910e28041a,Mary Myers,"['c', 'f']",No,13.5,0.194149,4252,4.21,0.404499,4446
Machine_08,cf34360500ff4b7aa7070eef708188df,Phyllis Jones,"['e', 'd', 'f']",No,-3.28,0.957889,2508,12.65,0.585813,4810
Machine_11,c47061109be54aaaa0196f2d1b700b91,Daniel Brewer,['c'],Yes,-3.99,0.810729,4629,-3.46,0.857192,4521
Machine_25,4e5965617e864114a86d9d02f8864566,Brooke Clark,['d'],N/A,9.79,0.74811,4823,1.5,0.272446,4623
Machine_14,caabbfa2b80f437082e4ffd43cec5708,Joseph Calderon,"['d', 'b']",Yes,12.18,0.904433,3992,-13.65,0.571353,4300
Machine_04,7d37d54be5bd476dbe6ca682984002da,Molly Harris,"['c', 'd', 'b', 'e', 'f']",N/A,-5.32,0.16048,3262,-5.82,0.897243,4081
Machine_14,f6cec13e82e24dd6ae3445d8dc0fce46,Donna Alexander,"['e', 'a']",Yes,-5.41,0.638581,4200,2.8,0.795753,4661
Machine_06,0cab57ed52da4a20bd5b8101a4d18a65,Kaitlyn James,"['f', 'e']",N/A,10.99,0.669889,4415,-6.26,0.217033,2708
Machine_06,3d3c49a021ca42089d7bb122e559c6ea,Meredith Barry,['d'],Yes,0.59,0.898705,3530,5.68,0.138654,4799
Machine_09,909adf0a590f4f7b8d42f790a4476f7f,Kathleen Shields,"['e', 'a', 'c', 'b', 'd', 'f']",No,-10.53,0.875165,2859,14.23,0.630464,2902
Machine_02,af3f395475be49b4a491b8fd8bd17904,Michael Williams,"['f', 'd']",N/A,5.21,0.6666,3889,9.5,0.515464,4148
Machine_10,b8c27a1daaa846d886ff4d269281978c,Rebekah Gilmore,"['f', 'a', 'd', 'e', 'c', 'b']",Yes,-5.95,0.492779,4088,-2.77,0.955185,4754
Machine_01,1a39569507924f7e8a7f569ff30eff3e,Sarah Lewis,"['b', 'd', 'c', 'a']",No,13.2,0.6865,2504,-14.87,0.329801,4809
Machine_03,0e0ce9ee7aeb4f63a1c562aeff1745e3,Kaitlyn Franco,"['f', 'd', 'c']",No,-7.26,0.865524,3299,-9.18,0.124673,4815
Machine_20,31d171a0e2754f28941119f7adf672ab,Ashley Campbell,"['f', 'd', 'c', 'a', 'b', 'e']",No,12.36,0.166353,3397,9.6,0.618074,3126
Machine_01,dd7436b900b64896a2eabc49dd5cdd1d,Heather Murray,"['c', 'a']",Yes,-12.48,0.849565,3793,8.77,0.551224,3854
Machine_25,0c3ec03173954dc39d2b5e91d86f705c,Emily Medina,['f'],No,3.94,0.56553,2685,5.12,0.48385,3536
Machine_25,890f8fd2288b458ea0c15f5db906b5ec,Jasmine Sweeney,"['b', 'a', 'f', 'e', 'd']",N/A,-8.45,0.707731,3853,0.93,0.457356,2939
Machine_24,e239bf66c5494b2dbfdd4538405f8619,Allen Schneider,"['d', 'c', 'b', 'a', 'e', 'f']",Yes,-4.27,0.54956,3247,12.28,0.382857,4430
Machine_13,80fdd93d202b480b88c0529126cbd2f3,Jeremy Saunders,"['c', 'f', 'a', 'e']",No,2.72,0.495105,4080,-3.72,0.7905,4608
Machine_19,9701b62ca6a241e9b0adfd6d52333ff0,Paula Thornton,"['f', 'e', 'a', 'b', 'd', 'c']",Yes,0.24,0.261083,3039,14.1,0.85686,2979
Machine_08,909d76ed866a4b57b057f3e95ccc48c1,Nichole Hanson,"['c', 'b', 'a', 'f', 'e', 'd']",N/A,4.61,0.141439,4680,7.57,0.442984,3109
Machine_04,2d37906e15bb45b4b5eb5ad88c173fe0,Derek Martinez,"['c', 'e', 'a', 'b', 'f', 'd']",Yes,11.31,0.328219,4899,-8.65,0.152545,4800
Machine_21,4188a72f3dd64febbfafd54a60c1064d,Kristen Evans,"['b', 'c']",Yes,-3.51,0.40034,3697,-8.62,0.2039,4629
Machine_22,01abed740a95402c80275de031cc56e7,Mark Weeks,"['f', 'e', 'a']",Yes,12.51,0.505818,3812,-6.9,0.652285,3658
Machine_01,ad3aed311e91452da86690c3ae4703ff,Melanie James,"['b', 'e', 'f', 'd', 'a']",Yes,-10.0,0.829588,4015,2.89,0.864892,2537
Machine_24,4c7f27921bed433489aca54a89029927,Samantha Mann,"['f', 'e']",N/A,5.68,0.48009,4014,-8.6,0.18983,3006
Machine_13,238a3396843445d2913bd040f934e8c9,Cristina Sanchez,['a'],N/A,2.87,0.661527,3710,-2.47,0.661803,2641
Machine_23,84e2fdbe2b084a75b025333498a3ba3d,Barbara Lucas,"['f', 'c', 'e', 'd', 'a', 'b']",Yes,9.8,0.911794,3207,3.0,0.846951,4276
Machine_05,2141e1b3722b4dd9bdbdff52fe4d7958,Brendan Bolton,"['f', 'e', 'c', 'b']",No,-3.12,0.154225,4917,5.63,0.386529,3596
Machine_11,c2650a844c6147eba0b3ed2ce0afcad9,Jason Arnold DVM,"['e', 'd', 'a', 'f', 'c']",N/A,-3.96,0.758756,2942,8.4,0.299491,4231
Machine_23,ded709c4d65c407d877ed1ea0b7218e0,Mr. Kyle Black,"['e', 'c']",No,-4.18,0.975489,4704,-9.95,0.533168,4458
Machine_25,68ca0edf26d2457094d3c63283f7e99d,Joseph Huang,"['f', 'e', 'd', 'a']",Yes,-13.59,0.545781,3937,1.22,0.726862,4093
Machine_23,b236894a5f3e4a7ab063c4045a621e56,Joel Parrish,['f'],N/A,-6.44,0.408878,4298,7.1,0.654793,4846
Machine_09,556d95f196fc40d5b03c64ac68562d15,Roberto Estes,"['d', 'c', 'a', 'b', 'f', 'e']",Yes,-11.5,0.885946,3824,7.5,0.49635,3329
Machine_08,a60cb3ff37d24e52b27d8e871e773e3a,Brenda Edwards,"['e', 'c']",N/A,-7.51,0.865233,2915,5.15,0.876205,3217
Machine_08,36844c8886194c7582229d7704071318,Robert Jones,"['d', 'c', 'e', 'a', 'b']",N/A,-11.21,0.837336,4038,-5.82,0.107501,3007
Machine_17,4288b325e76e446dbaede59dd10fb203,Judy Dean,"['a', 'b', 'f', 'c', 'd', 'e']",Yes,-9.74,0.977409,4711,0.32,0.425122,4360
Machine_08,021d8651d9584c569a87e6f4f04249e6,Dr. Tiffany Adams,"['d', 'c', 'e', 'a']",Yes,-11.31,0.213232,3497,7.64,0.266604,3707
Machine_24,94b90978f9644557a764c7103eff9ed1,Paul Garcia,"['e', 'f', 'c', 'a']",Yes,-8.46,0.571049,3731,10.24,0.972609,4265
Machine_14,32970aca01cf486cbf97bf4b99eb4df1,Jeffrey Roman,"['a', 'f', 'd']",N/A,-7.21,0.821633,3151,9.32,0.648521,3814
Machine_05,18775ebcf0a847a4a0f4d32480d02242,John Allen,"['d', 'c', 'f', 'b', 'a', 'e']",Yes,5.57,0.481574,4829,-7.8,0.917203,4316
Machine_16,4626cbfbffc243fbb4f0ea9c45598cb7,Gail Mccarty,"['b', 'a', 'f', 'c', 'e', 'd']",Yes,-13.24,0.824797,3135,-9.36,0.28043,2913
Machine_12,054fd5d8109b4871ab38591f3fbbd0ae,Ivan Ho,"['a', 'd']",No,-8.77,0.611329,2674,-7.82,0.31849,2814
Machine_17,4df54612d25445f1922c02f669b92522,Michael Smith,['e'],No,-11.56,0.602815,4855,13.77,0.690326,4003
Machine_08,d1dbb9f742c848e48659ba56a89d514a,Evelyn Kim,"['b', 'd', 'e']",No,0.32,0.185278,4741,3.37,0.553376,3455
Machine_01,faaf9f998de440b6b32023eaaf0600b5,William Johnson,"['e', 'a', 'c', 'b', 'f']",N/A,-6.56,0.895015,3344,6.11,0.735304,4651
Machine_10,540a8b6f7a1047f393aef545bb2daca4,Amy Beltran,['b'],Yes,10.63,0.308,4302,-7.98,0.930265,3918
Machine_22,5fa04aa7b9494f9186a14c02fd286ac1,Ashlee Howard,"['f', 'c']",No,-11.47,0.185213,3363,9.28,0.150491,3817
Machine_04,9602cdb1fee4408cb5d309aa7a6f79c3,Wendy Novak,"['e', 'f']",No,13.38,0.24205,4804,13.86,0.771117,3995
Machine_25,4e20d1883c88499da917563bc40995ae,Wesley Williams,"['b', 'f', 'd', 'c']",N/A,0.56,0.100597,3453,-9.78,0.6457,2551
Machine_01,ee23ae34d7f242a987ccf124dfd44aaf,Edwin Gibson,"['b', 'f', 'c', 'e', 'a']",No,2.59,0.498162,3902,-9.88,0.246271,3134
Machine_10,cb2a1e2f549c4aefb3e144b8fc3851c9,Melissa Wood,['d'],N/A,-12.56,0.763281,4312,6.58,0.561466,3620
Machine_01,4e7427b16c954842b4dfe484cf65f0e9,Michelle Roberts,"['b', 'e', 'f']",No,5.7,0.190948,2838,-9.59,0.783633,3756
Machine_01,327c73f47a99488089460a67b6b3c7fb,Amber Giles,['f'],N/A,-12.96,0.310315,3468,-2.49,0.351009,2791
Machine_11,154c6d2b5b9246499efd4c403ec7faa3,Alexis Freeman,"['e', 'd', 'c', 'a', 'f']",No,-14.84,0.91289,3658,3.41,0.447599,4670
Machine_24,dc98588808f246599d09f2b982b25a8f,Kevin Bell,"['c', 'f', 'a', 'd', 'e']",N/A,3.6,0.511257,4571,4.79,0.674608,2997
Machine_04,070f9db4d49d49279905ad2c8bfd2814,Christine Lewis,"['e', 'f', 'b', 'd', 'c']",No,-13.5,0.427847,4608,5.5,0.810622,2709
Machine_11,bf5bf2297ddf45acbfe458e02c0f964f,John Golden,"['a', 'e', 'd', 'c']",Yes,-2.2,0.550424,4489,3.98,0.49125,3720
Machine_11,00efc09ffe37471f9d8a2dde772ef59d,Brent Brown,"['d', 'e']",Yes,9.67,0.561794,3549,-7.68,0.823392,3988
Machine_24,78c4073db9124eb4a277282d0dfebfac,Dr. Adrienne Watkins DVM,"['e', 'f', 'b', 'c', 'a', 'd']",Yes,8.7,0.10682,4855,-9.7,0.156236,3162
Machine_15,2a3c377926c34827940ea5ae6fee48ad,Chelsea Gross,"['f', 'e', 'a', 'c', 'd', 'b']",No,8.29,0.765031,4924,4.9,0.427896,4629
Machine_25,974aa541ab724ad093b53225cdf40b33,Shannon Cox,"['b', 'f', 'a', 'e', 'd', 'c']",N/A,-12.2,0.428161,3277,6.26,0.666031,2734
Machine_14,0e407960667443e9a71d3374c4ff5f4c,Paul Tanner,['e'],No,3.44,0.28198,3968,13.85,0.341931,4975
Machine_11,1c1784449a42493d942767b90f4a3687,David Butler,['a'],No,-12.0,0.868578,4364,3.43,0.700857,2692
Machine_13,829075ff38ad4acf858cdecf459001c7,James Mullins,"['e', 'c', 'a']",No,7.99,0.12501,3211,-8.36,0.175007,4463
Machine_02,6f036365d1dd4db5a43b207964b043b8,Matthew Velazquez,"['b', 'e', 'f']",N/A,14.75,0.138237,2647,14.27,0.415739,3391
Machine_23,705758a2bdd344a28b9c2bd2028bb237,Bobby Yates,"['f', 'd', 'a', 'b']",No,3.9,0.849782,4470,-12.56,0.784412,4787
Machine_09,db276d60ad64427a982be1cc2d8f110e,Lawrence Dunlap,"['c', 'e', 'b']",N/A,-12.47,0.137254,4366,11.74,0.417516,2833
Machine_01,bd7c291e23cf41298b2ec4fad442b2dd,Hunter Butler,"['b', 'd']",N/A,11.78,0.84693,3706,-3.98,0.345332,2879
Machine_16,0989a0d7ccd7475d84456425239b127b,Alex Vargas,['d'],N/A,-14.93,0.972122,3314,4.63,0.757122,3080
Machine_08,8d36dc7162c54a358d67b0b2c46ab85c,Jeremy Davis,"['e', 'd', 'c', 'a', 'b', 'f']",No,-12.35,0.46972,3604,-9.57,0.669322,4071
Machine_24,70deb37e70e04834a2866d191730b156,Cynthia Carr,"['f', 'c', 'd', 'e', 'a']",Yes,4.59,0.510303,3019,12.1,0.589346,2976
Machine_06,542ddd05ead340dab234b98533ba91dc,Jordan Baldwin,"['e', 'f', 'a', 'c', 'd', 'b']",Yes,-14.53,0.805562,4756,5.11,0.377074,3400
Machine_23,4447d62e747a43a182d9f5fdc917c0f3,Arthur Lynch,"['e', 'd', 'b', 'c', 'a', 'f']",Yes,9.47,0.994555,4473,0.94,0.295776,4745
Machine_08,bb7c825b54bd498b8b93efd9a1be00ff,Christina Moore,['e'],No,0.97,0.671094,4351,-13.7,0.561107,3549
Machine_17,fe25846e3e354434a33f2a4012b3d6e7,Philip Jones,"['a', 'b']",Yes,2.67,0.721207,4985,-1.73,0.737496,3553
Machine_10,c9e58506f3fb485aa3fd0a7b9b987523,Cheryl Perez,"['f', 'b', 'e', 'd', 'c']",N/A,-6.22,0.489887,4609,-10.52,0.825223,4978
Machine_11,000c0e8c4f29412c95737fca87debc41,John Perez,"['b', 'a', 'c', 'd']",N/A,-2.2,0.300709,2982,12.49,0.849728,4144
Machine_25,4a9cca0207d64e1cab54a6dbef540f2f,Carlos Roth,"['b', 'c', 'a', 'e', 'd']",No,-2.7,0.274687,2950,-9.66,0.527104,3813
Machine_01,db8f5d54bfe54af2a057708cae3b3b49,Jennifer Murray,"['c', 'a', 'f', 'e', 'd', 'b']",No,-13.95,0.396019,4220,-4.48,0.692466,3954
Machine_19,4a0319564909452d942a5aa320935934,Lauren Liu,"['e', 'd', 'c', 'a', 'b', 'f']",Yes,-12.6,0.822021,4471,-6.52,0.733971,3672
Machine_21,0dd257ed02cd43b4bccc90ae0e553093,Catherine Scott,"['b', 'c']",N/A,-8.44,0.408346,4536,13.81,0.42254,3268
Machine_14,d47bec0281b342a2ad687ef1ab777ecc,Rebecca Bryan,"['d', 'b']",N/A,-6.9,0.952354,3767,7.87,0.598826,4805
Machine_05,e4698dec1fe445ea9c47d81151cfb035,Benjamin Meyers,"['c', 'b', 'a', 'f']",Yes,13.83,0.912599,3966,-1.14,0.340459,3705
Machine_13,f67707033a9e42f19f7c66b4a8103c6c,Terri Smith,"['c', 'b', 'a']",N/A,-6.6,0.760317,2688,13.99,0.367738,4401
Machine_06,8ea9ebfe62d34d1ca542218e1152e27f,Ian Powell,"['b', 'd', 'c', 'f', 'e', 'a']",No,13.15,0.444661,4398,-12.92,0.486888,4221
Machine_24,843fd853df504db28b1a739d42346cdf,Paul Martinez,['f'],Yes,10.18,0.272771,3887,11.7,0.474696,2968
Machine_03,7f790d2dbb744a02a11973dc6819bb23,Aaron Webb,"['c', 'e', 'f', 'a', 'b']",Yes,-11.56,0.658533,4214,12.2,0.350486,4445
Machine_20,d1e90e1bcd3f4749b432306f70f6e9ed,Rebecca Gregory,['a'],N/A,2.41,0.357291,4600,-13.3,0.362864,4686
Machine_25,506159ecd28c4cf48d4c49d6e003434f,Megan Gibson,"['b', 'f', 'c', 'd', 'a', 'e']",Yes,-14.81,0.69583,3410,-14.49,0.9732,4734
Machine_13,87b4110022ee4effa0826b6ee1114f42,Calvin Jackson,['a'],Yes,14.14,0.28667,3454,-6.92,0.28487,3729
Machine_12,73f8a7d7fbfc47fbac3caf4a341e3fb8,Christopher Lopez,"['c', 'f', 'd']",N/A,11.73,0.14721,4361,-12.26,0.351966,3221
Machine_14,fd9cf9e8a3af44d6bb33bc3dc2644bb7,Jessica Montgomery,"['f', 'd', 'c', 'a', 'e', 'b']",N/A,-6.4,0.155871,3483,4.54,0.828431,2732
Machine_16,9825689578c04e78aee49f324d1d8307,Danielle Campbell,"['a', 'f']",No,-4.69,0.50852,3433,4.62,0.581733,3401
Machine_06,60a9710cf7f44692b5f18f9fdcb83255,Ernest Edwards,"['e', 'c', 'd', 'f']",No,-10.5,0.526902,3763,1.69,0.246459,3688
Machine_07,693f1df36027448eb941098b2ac42ec9,Dr. Hannah Valencia MD,"['d', 'e', 'c']",No,-7.81,0.621415,4029,-8.49,0.180662,3504
Machine_19,a7528302eea14939a46b4c618ed0735a,Barry Mueller,['d'],N/A,11.95,0.996409,3812,9.73,0.674532,4344
Machine_16,861c3c9853144dcb887b08952e296156,Brittany Valenzuela DDS,"['e', 'a']",N/A,11.25,0.674852,2955,10.38,0.984541,4654
Machine_13,acaf7c30c2d7478d8e2342a257adb511,Dr. Barbara Ferguson DDS,"['c', 'a', 'f', 'e', 'd']",N/A,2.16,0.422073,4048,4.75,0.28503,4729
Machine_09,656d8621d7b84a45beff9543650c23a6,Mercedes Chavez,"['d', 'a']",No,8.57,0.28315,4827,-4.15,0.153778,4230
Machine_14,df0c64ad0d8949e886ca8f89f1b31642,David Cohen,"['a', 'c', 'd']",No,-1.64,0.682882,4750,-14.1,0.33564,3369
Machine_19,49f0f3cd15464226b0fadb3bd9e7bb2a,Debbie Bond,"['f', 'c', 'd', 'a']",N/A,-7.5,0.910864,3840,6.9,0.887149,2933
Machine_23,25525a8e5dee4f2a8ad5ffb97bc47ae0,Patrick Howe,"['d', 'b', 'f', 'c', 'e', 'a']",Yes,0.34,0.844358,2825,13.72,0.626672,2568
Machine_19,b544e62d121948afbc42b2ff4e2bb6a5,Joan Morris,"['a', 'f', 'b']",No,2.6,0.744549,3957,0.28,0.849575,3330
Machine_08,42934b2ca72c4f8c967c93b0c4e482b9,Juan Pope,['a'],N/A,9.61,0.873874,3358,-5.53,0.505979,4639
Machine_24,59b96b8462054ecc83099d14e8db1656,Jeremy Lucas,"['f', 'e', 'b']",No,-1.63,0.878786,3831,7.99,0.94968,4067
Machine_23,84ada23056b74e558458cc6215102b78,Patrick Stone,['a'],Yes,-1.37,0.148373,3785,8.43,0.480636,2945
Machine_17,fde4b79c9413451bb980e20b954230f8,Christopher Wells,"['a', 'e', 'd', 'c', 'b', 'f']",N/A,5.27,0.994864,4876,-5.39,0.893221,4822
Machine_23,7612b1b5b5a9432699897901893bb0a7,Melanie Brown,"['d', 'a', 'c', 'f', 'e']",N/A,-2.34,0.190414,4464,-7.1,0.114941,3236
Machine_12,15c854db4fcd42998426862d593116d7,Edwin Meadows,"['b', 'e', 'd', 'c']",Yes,-1.86,0.453151,2859,-3.7,0.955783,4778
Machine_16,19958fe43731445aa55d5893a7b3c553,Andrew Gross,"['f', 'e', 'b']",No,6.86,0.282338,2786,-1.44,0.231913,2685
Machine_18,a066bea7770a439998682691f087b2ee,Mrs. Rhonda King,"['b', 'f']",Yes,0.79,0.202124,3306,11.16,0.932828,4906
Machine_22,e836437d7698408598927d6324e6bf50,David Brown,"['c', 'f', 'b', 'd', 'e']",Yes,3.34,0.45826,3574,-1.56,0.83,4348
Machine_11,4aed547e92c442cda360935506f29b65,Phillip Mcgee,"['c', 'a']",No,-13.5,0.74226,2519,2.2,0.921215,4591
Machine_07,008030fa135e466eb968bbabb692246d,Erica Harris,"['d', 'f', 'c']",Yes,3.47,0.486583,2683,8.47,0.598213,4314
Machine_04,552cfc7e3c2f439d94759b706338d540,Sherry Osborn,"['c', 'f', 'd', 'e']",Yes,-14.31,0.88561,4755,-10.2,0.314242,4760
Machine_02,1d74706099984592aa942ada29fa0e31,Jeffery Cooke,"['a', 'f', 'c', 'e', 'd', 'b']",N/A,-2.43,0.986318,2944,13.88,0.737889,4427
Machine_07,b15c85270bed4e1fa7571ac134945c9d,John Lowe,['d'],No,-10.92,0.610346,2829,12.74,0.193421,2857
Machine_09,a8202c72fb5d4f9e887f0bdf1ed74aa5,Steven Torres,"['f', 'c']",N/A,7.79,0.50225,3289,-7.98,0.668524,3672
Machine_19,f41e4bdc333f4f03a194804c3065c0f4,Charles Thomas,"['e', 'f']",Yes,10.32,0.61503,2604,11.27,0.866769,3905
Machine_12,d95b2c9c09094806a96f3e61908b7318,Tina Hernandez,"['c', 'a']",No,14.81,0.841327,4490,-9.1,0.117568,2652
Machine_04,ba1f8250f442451691e2c0fdb65391fc,Shane Kim,"['a', 'f']",No,5.4,0.119889,4660,14.33,0.896067,2851
Machine_06,4608db0dd77e4b5ab2efb359deac5890,Jasmine Jarvis,"['d', 'b', 'f', 'e']",Yes,0.9,0.781485,3073,-7.6,0.602561,3144
Machine_14,35faea1955e3460cb01c2554825fd468,Sarah Sanchez,['d'],N/A,0.4,0.341635,3583,-13.46,0.58474,3280
Machine_05,49b7c07bd7174e1eb5e357d016d0bc86,Mary Chen,"['e', 'a', 'c', 'b', 'f']",N/A,-6.17,0.662715,3173,14.32,0.581066,3263
Machine_04,33adc3a7625f42e7940dd1bb774395c1,Terry Johnson,"['f', 'd']",No,3.58,0.402643,4984,-13.43,0.6,2785
Machine_05,b133099db74b46b49cba035a1177f08a,Mrs. Evelyn Hernandez,"['a', 'b', 'd', 'c', 'f', 'e']",N/A,5.64,0.544244,3531,-6.45,0.81311,4423
Machine_11,88f40e246be744f58905ea392445e389,Wanda Sanchez,['b'],No,10.76,0.77592,3715,-12.88,0.74565,2605
Machine_17,97c0510002914674873851dd7edccf26,Shane Thomas,"['b', 'f', 'a', 'c', 'd', 'e']",N/A,-14.64,0.720393,2818,7.4,0.827285,4693
Machine_09,d6a4e555081f4201aeab85ecca2fd6c7,Kendra Smith,"['e', 'd', 'f', 'b']",Yes,11.67,0.213623,4546,8.27,0.866928,3158
Machine_23,eeba4dba2606458db53c3628b2b385d9,Darren Mitchell,"['a', 'b', 'f', 'd', 'e']",N/A,-10.94,0.492385,2678,4.15,0.73155,3888
Machine_13,e2c1e7a129bc4afea66a11c281250b05,Clayton Davies,"['e', 'c', 'f', 'b', 'a']",Yes,4.44,0.64601,3799,-11.34,0.712672,2928
Machine_03,9a75e382caae432f8a897b09378d6b90,Jacob Cain,"['d', 'c', 'f', 'a', 'b', 'e']",N/A,6.0,0.961509,3015,-6.73,0.549824,4785
Machine_03,dbfa1159c0e3463b9402c2d82d558457,Gregory Smith,"['e', 'c', 'a']",Yes,11.9,0.12166,4736,-3.95,0.294469,4011
Machine_17,0e9a033c33344407adf1e1b3455fdd2a,David Morton,['a'],Yes,14.18,0.805605,3604,-7.13,0.752548,3112
Machine_20,39a56d4a10544363a1e74e33b285c114,Luis Oneal,"['c', 'e', 'a', 'b', 'f']",N/A,-13.38,0.527663,3811,6.2,0.25835,4161
Machine_22,ead192b552014ec7bdf5bdbaf78b00a9,James Rogers,"['c', 'd']",N/A,7.53,0.920345,3164,12.47,0.770289,4808
Machine_16,3e7222ff430a46ba81c3825a190ae942,David Martinez,"['c', 'e', 'b']",N/A,11.26,0.419974,2927,-14.73,0.280915,3330
Machine_24,4401aa586790428a855b3f7ef3041cf3,Nina Cobb,"['d', 'e']",Yes,6.7,0.728845,4487,-6.35,0.814534,3663
Machine_11,ef606dfd809f4c24bff7af4c062d69c9,Tracy Willis,"['c', 'a']",N/A,12.23,0.491592,2711,1.14,0.19871,3384
Machine_11,df7dc7ae34a44c2f9e6a332495ac3ebf,Christopher Thomas,"['a', 'c', 'b']",No,-2.93,0.354938,4664,-11.2,0.572548,3456
Machine_02,0ff39443d66641da814932233e130667,Paula Hess,"['d', 'a', 'e', 'c', 'b']",N/A,13.43,0.566644,3264,2.29,0.858745,3479
Machine_12,451c615c932f42878bc9efbe9069b9c8,Glenn Baker,"['f', 'e', 'a', 'b']",Yes,0.83,0.697799,3480,-2.83,0.272827,3077
Machine_05,c5d7ed54e1bc497198f2a0a74721b6a5,Susan Smith,"['c', 'b']",Yes,11.14,0.374228,3860,5.6,0.463372,2595
Machine_02,9771366cdd5340c7bec5f432343587e6,Donald Lambert,"['e', 'f']",N/A,-13.56,0.744967,4258,10.5,0.954946,3559
Machine_04,45db1e5c78f8467ab8dcb1d74563369f,Melissa Singleton,"['a', 'f', 'd']",N/A,-5.85,0.957808,4492,5.14,0.49984,3577
Machine_03,b891692febd747e09f0ea53f7821f9c7,Stephanie Cook,"['c', 'a', 'd', 'b']",N/A,-10.93,0.88126,2754,-14.69,0.968162,3519
Machine_11,d1542b9552c94b0ab238cf62a040b9ce,Samuel Williams,['e'],N/A,9.52,0.298755,2898,11.32,0.752837,4384
Machine_08,8603a254ecf744e2828b7bdbc867a07f,Melanie Tran,['b'],N/A,14.41,0.872758,2799,2.57,0.980717,3966
Machine_09,162d4ecd79dc4b85890c6d08f174a237,Charles Fowler,['a'],Yes,-5.76,0.337465,4355,10.97,0.335214,2548
Machine_25,2ede308d0eee414d82dfc2d59e7224a2,Elizabeth Larsen,"['d', 'b', 'e', 'f', 'a', 'c']",No,14.14,0.164891,2973,8.4,0.35857,3043
Machine_01,b6abd0d7a1954f0e886203c3fbb2d71f,Theresa Reilly,"['e', 'c', 'b', 'd']",N/A,0.49,0.98842,3838,-7.79,0.601642,3462
Machine_17,cb959bdd3b424c6ab03c3820c1492389,Christopher Meyer,"['a', 'c', 'b', 'd', 'e']",Yes,-9.62,0.172849,3208,-5.22,0.190535,4641
Machine_24,b6c9c1286362492193900f133d83e247,William Anderson,"['d', 'a', 'e']",N/A,-13.27,0.841611,3246,-1.59,0.514645,3301
Machine_06,99b4c619f31b471db4e6dcb7e048a46d,Joshua Holmes,"['b', 'c', 'e']",No,0.86,0.781325,4306,-10.16,0.74778,3839
Machine_16,c4eb8e865a1b45c298f474c4f3debdd3,Erika Scott,['d'],N/A,6.96,0.760213,4562,-12.92,0.877599,4123
Machine_10,1ffc25a4245c4bf4b79d0d65f28b58e7,Connie Johnston,"['d', 'c', 'f', 'a']",Yes,-14.42,0.977001,4135,-11.43,0.131479,4911
Machine_09,40fe21c6e4ae466fb47ca65ba5b2aadb,Jonathon Brown,"['f', 'c', 'a', 'd', 'e', 'b']",Yes,-10.42,0.75181,2991,6.4,0.37473,2791
Machine_12,0e1d2692fe8d49828ec5f3b40876d511,Sharon King,"['c', 'd', 'e', 'a', 'f', 'b']",N/A,14.18,0.758961,4082,-13.88,0.204293,4673
Machine_20,9e2d9ef86d014652b9f845bd936a5588,Michael Ward,"['f', 'e', 'd', 'a', 'c', 'b']",N/A,-11.9,0.667239,4008,1.68,0.225115,4467
Machine_04,a72e2615bafe4d02bd701e89aa14d1ca,Brenda Coleman DDS,['e'],No,11.52,0.672113,4381,-13.95,0.685692,4612
Machine_22,86985ea369a1462b866f96094f983395,Ashley Castro,"['f', 'b', 'c', 'a']",Yes,2.3,0.157097,4103,14.47,0.716963,4949
Machine_13,fda2e2d4d906489d9cecc63988c77629,Marie Brady,"['f', 'a', 'c', 'b', 'd']",Yes,6.48,0.67437,3358,12.2,0.10901,2798
Machine_21,4872ce455f234c1cb4d3638d4190286d,John Strong,"['f', 'd', 'a', 'c', 'b']",Yes,6.2,0.701937,2847,-7.4,0.267203,3742
Machine_20,bca8f514160d41c6a770e3e082742a59,Tammy Thompson,"['b', 'e', 'c', 'f']",N/A,-3.68,0.743106,3022,5.9,0.936962,4505
